date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:50:58	44752/44752	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/8/IMG_5684_WS-e8063928.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/8/IMG_5684_WS-e8063928.jpg	(from https://www.avodaq.com/en/)
15:50:59	25275/25275	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Jun%202017%2012:59:57%20GMT	https://www.avodaq.com/files/avodaq/content/pictures/2017/Channel_MstrCloudBldr_360px_225_RGB.png	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/pictures/2017/Channel_MstrCloudBldr_360px_225_RGB.png	(from https://www.avodaq.com/en/)
15:51:00	31276/31276	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/6/TQ2A0525_FB-45466546.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/TQ2A0525_FB-45466546.jpg	(from https://www.avodaq.com/en/)
15:51:01	20768/20768	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/a/TQ2A0544_2_FB-4917423a.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/TQ2A0544_2_FB-4917423a.jpg	(from https://www.avodaq.com/en/)
15:51:02	45253/45253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/1/20170511_184412_Website-a4be4891.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/20170511_184412_Website-a4be4891.jpg	(from https://www.avodaq.com/en/)
15:51:03	44426/44426	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/b/20170511_203617FB-79088abb.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/20170511_203617FB-79088abb.jpg	(from https://www.avodaq.com/en/)
15:51:04	23933/23933	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/7/20170427_103727-8bc5a0d7.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/7/20170427_103727-8bc5a0d7.jpg	(from https://www.avodaq.com/en/)
15:51:05	22502/22502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/b/20170427_095053(0)-707cec3b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/20170427_095053(0)-707cec3b.jpg	(from https://www.avodaq.com/en/)
15:51:06	26354/26354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:19%20GMT	https://www.avodaq.com/assets/images/f/IMG_2234_FB_kompirmiert-247dcc1f.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/f/IMG_2234_FB_kompirmiert-247dcc1f.jpg	(from https://www.avodaq.com/en/)
15:51:07	34384/34384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:19%20GMT	https://www.avodaq.com/assets/images/4/IMG_1318_FB-ce183d54.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/IMG_1318_FB-ce183d54.jpg	(from https://www.avodaq.com/en/)
15:51:08	33881/33881	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:19%20GMT	https://www.avodaq.com/assets/images/3/20170324_110847_neu-0159d083.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/3/20170324_110847_neu-0159d083.jpg	(from https://www.avodaq.com/en/)
15:51:09	28328/28328	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:19%20GMT	https://www.avodaq.com/assets/images/4/20170324_105449_neu-da576234.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/4/20170324_105449_neu-da576234.jpg	(from https://www.avodaq.com/en/)
15:51:10	31385/31385	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:20%20GMT	https://www.avodaq.com/assets/images/e/IMG_9567_klein-4ff3f45e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/IMG_9567_klein-4ff3f45e.jpg	(from https://www.avodaq.com/en/)
15:51:11	28010/28010	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:20%20GMT	https://www.avodaq.com/assets/images/a/IMG_9560-bc04b49a.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/IMG_9560-bc04b49a.jpg	(from https://www.avodaq.com/en/)
15:51:12	28151/28151	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:20%20GMT	https://www.avodaq.com/assets/images/2/RFRC-Winner-aspirin-Awards-fa01e172.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/2/RFRC-Winner-aspirin-Awards-fa01e172.jpg	(from https://www.avodaq.com/en/)
15:51:14	260815/260815	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/0/791d5ffb-6ae4-486d-a025-9c866fc5fdc9-60b06f80.png	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/791d5ffb-6ae4-486d-a025-9c866fc5fdc9-60b06f80.png	(from https://www.avodaq.com/en/)
15:51:14	18673/18673	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/a/Wolfgang_Niedermark-173b1d6a.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/Wolfgang_Niedermark-173b1d6a.jpg	(from https://www.avodaq.com/en/)
15:51:15	20953/20953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/b/Podiumsdiskussion-ac7ff1eb.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/b/Podiumsdiskussion-ac7ff1eb.jpg	(from https://www.avodaq.com/en/)
15:51:16	25288/25288	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/8/Digital-efa234b8.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/8/Digital-efa234b8.jpg	(from https://www.avodaq.com/en/)
15:51:17	29012/29012	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/9/Skyline-ce20f869.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/9/Skyline-ce20f869.jpg	(from https://www.avodaq.com/en/)
15:51:18	18483/18483	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:20%20GMT	https://www.avodaq.com/assets/images/c/Sequence%2002.00_10_18_24.Still028-569ebcbc.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/Sequence%2002.00_10_18_24.Still028-569ebcbc.jpg	(from https://www.avodaq.com/en/)
15:51:19	34719/34719	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:20%20GMT	https://www.avodaq.com/assets/images/3/IMG_7435(1)_komprimiert-6e742913.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/3/IMG_7435(1)_komprimiert-6e742913.jpg	(from https://www.avodaq.com/en/)
15:51:20	44863/44863	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:25%20GMT	https://www.avodaq.com/assets/images/0/11_Team-nach-dem-Rennen%20(002)-7c6b4cd0.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/11_Team-nach-dem-Rennen%20(002)-7c6b4cd0.jpg	(from https://www.avodaq.com/en/)
15:51:21	44995/44995	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:26%20GMT	https://www.avodaq.com/assets/images/5/IMG_8305%5B1%5D-e15209a5.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/5/IMG_8305[1]-e15209a5.jpg	(from https://www.avodaq.com/en/)
15:51:22	30953/30953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:57:26%20GMT	https://www.avodaq.com/assets/images/6/LT%20Eingang_bearbeitet-bd614ff6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/LT%20Eingang_bearbeitet-bd614ff6.jpg	(from https://www.avodaq.com/en/)
15:51:23	31185/31185	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2022:01:21%20GMT	https://www.avodaq.com/assets/images/c/Simplivity_master-Logo-28b0113c.png	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/Simplivity_master-Logo-28b0113c.png	(from https://www.avodaq.com/en/)
15:51:25	233194/233194	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202017%2008:33:31%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_416963170_web.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_416963170_web.jpg	(from https://www.avodaq.com/en/)
15:51:26	271009/271009	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202017%2005:54:02%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_262396556_web_b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_262396556_web_b.jpg	(from https://www.avodaq.com/en/)
15:51:27	235193/235193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202017%2005:54:02%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_616659761_web_b.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_616659761_web_b.jpg	(from https://www.avodaq.com/en/)
15:51:28	158770/158770	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202017%2016:01:06%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_565263469_web.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_565263469_web.jpg	(from https://www.avodaq.com/en/)
15:51:28	116745/116745	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202017%2008:33:31%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_506137132_web.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_506137132_web.jpg	(from https://www.avodaq.com/en/)
15:51:30	183437/183437	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202017%2016:01:05%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_386237749_web.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/verbessert/shutterstock_386237749_web.jpg	(from https://www.avodaq.com/en/)
15:51:31	199680/199680	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202017%2008:33:31%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_530017285_web.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2017/improved/shutterstock_530017285_web.jpg	(from https://www.avodaq.com/en/)
15:51:31	2798/2798	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Apr%202018%2010:14:12%20GMT	https://www.avodaq.com/files/avodaq/content/icons/social-media/xing-blue.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/icons/social-media/xing-blue.svg	(from https://www.avodaq.com/en/)
15:51:32	2259/2259	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Apr%202018%2010:14:12%20GMT	https://www.avodaq.com/files/avodaq/content/icons/social-media/linkedin-blue.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/icons/social-media/linkedin-blue.svg	(from https://www.avodaq.com/en/)
15:51:33	1779/1779	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Apr%202018%2010:14:12%20GMT	https://www.avodaq.com/files/avodaq/content/icons/social-media/fb-blue.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/icons/social-media/fb-blue.svg	(from https://www.avodaq.com/en/)
15:51:34	5938/5938	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Apr%202018%2010:14:12%20GMT	https://www.avodaq.com/files/avodaq/content/icons/social-media/kununu-blue.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/icons/social-media/kununu-blue.svg	(from https://www.avodaq.com/en/)
15:51:35	107058/107058	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20Dec%202019%2010:47:33%20GMT	https://www.avodaq.com/files/avodaq/content/pdf/GTC_July2019.pdf	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/pdf/GTC_July2019.pdf	(from https://www.avodaq.com/en/)
15:51:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20May%202021%2013:51:36%20GMT	https://www.avodaq.com/GET	/Users/skrug/websites/avodaq/www.avodaq.com/GET	(from https://www.avodaq.com/en/)
15:51:37	13667/13667	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2013:51:37%20GMT	https://www.avodaq.com/en/GET	/Users/skrug/websites/avodaq/www.avodaq.com/en/GET	(from https://www.avodaq.com/en/)
15:51:38	3350/3350	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202017%2015:03:24%20GMT	https://www.avodaq.com/files/avodaq/templates/js/vendors/jquery.fitvids.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/vendors/jquery.fitvids.js	(from https://www.avodaq.com/en/)
15:51:39	39578/39578	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2006:16:18%20GMT	https://www.avodaq.com/files/avodaq/templates/js/assets_03.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/assets_03.js	(from https://www.avodaq.com/en/)
15:51:40	37486/37486	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2006:34:53%20GMT	https://www.avodaq.com/files/avodaq/templates/js/scrolloverflow.min.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/scrolloverflow.min.js	(from https://www.avodaq.com/en/)
15:51:41	6613/6613	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Jul%202018%2012:40:48%20GMT	https://www.avodaq.com/files/avodaq/templates/js/fullpage.dragAndMove.min.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/fullpage.dragAndMove.min.js	(from https://www.avodaq.com/en/)
15:51:42	40628/40628	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2006:05:44%20GMT	https://www.avodaq.com/files/avodaq/templates/js/fullpage.extensions.min.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/fullpage.extensions.min.js	(from https://www.avodaq.com/en/)
15:51:43	34874/34874	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2006:16:09%20GMT	https://www.avodaq.com/files/avodaq/templates/js/fullpage-3.0.0.min.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/fullpage-3.0.0.min.js	(from https://www.avodaq.com/en/)
15:51:44	5323/5323	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Jul%202019%2009:55:54%20GMT	https://www.avodaq.com/files/avodaq/templates/js/custom_en_10.js	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/js/custom_en_10.js	(from https://www.avodaq.com/en/)
15:51:45	530/530	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20May%202018%2009:20:25%20GMT	https://www.avodaq.com/system/modules/cookiebar/assets/dist/cookiebar.min.js	/Users/skrug/websites/avodaq/www.avodaq.com/system/modules/cookiebar/assets/dist/cookiebar.min.js	(from https://www.avodaq.com/en/)
15:51:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20May%202021%2013:51:46%20GMT	https://www.avodaq.com/files/avodaq/fonts/675520/54d50729-2ab7-49d5-a74c-b604d41c0c59.eot?	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/fonts/675520/54d50729-2ab7-49d5-a74c-b604d41c0c59d41d.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:47	13668/13668	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2013:51:47%20GMT	https://www.avodaq.com/en/files/avodaq/fonts/675520/54d50729-2ab7-49d5-a74c-b604d41c0c59.eot?	/Users/skrug/websites/avodaq/www.avodaq.com/en/files/avodaq/fonts/675520/54d50729-2ab7-49d5-a74c-b604d41c0c59d41d.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:48	61646/61646	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Jan%202017%2009:31:42%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675520/0212a948-10f0-4e92-ad88-f19648a92b4a.woff	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675520/0212a948-10f0-4e92-ad88-f19648a92b4a.woff	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:50	140008/140008	---MCZ	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Jan%202017%2009:31:42%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675520/5e7c3b52-1246-48a3-a019-a0492c7f9e19.ttf	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675520/5e7c3b52-1246-48a3-a019-a0492c7f9e19.ttf	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:50	151946/151946	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202017%2009:31:42%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675520/8115c2cd-df4a-4fc1-8a70-5982b7d810ab.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675520/8115c2cd-df4a-4fc1-8a70-5982b7d810ab.svg	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20May%202021%2013:51:51%20GMT	https://www.avodaq.com/files/avodaq/fonts/675505/e4693908-7208-4b04-93c4-8d004c3b4e1f.eot?	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/fonts/675505/e4693908-7208-4b04-93c4-8d004c3b4e1fd41d.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:52	13667/13667	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2013:51:52%20GMT	https://www.avodaq.com/en/files/avodaq/fonts/675505/e4693908-7208-4b04-93c4-8d004c3b4e1f.eot?	/Users/skrug/websites/avodaq/www.avodaq.com/en/files/avodaq/fonts/675505/e4693908-7208-4b04-93c4-8d004c3b4e1fd41d.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:53	48619/48619	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Jan%202017%2009:31:44%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675505/e2fbc63c-e7b1-4828-b0b6-275131d16fd0.woff	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675505/e2fbc63c-e7b1-4828-b0b6-275131d16fd0.woff	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:54	109476/109476	---M-Z	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Jan%202017%2009:31:42%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675505/805d9356-a4a5-46df-8390-957c803e33bc.ttf	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675505/805d9356-a4a5-46df-8390-957c803e33bc.ttf	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:55	137294/137294	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202017%2009:31:44%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/675505/df0f9c50-3ce3-4b1f-8120-074ca66b83b1.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/675505/df0f9c50-3ce3-4b1f-8120-074ca66b83b1.svg	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:56	5284/5284	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jan%202017%2009:31:38%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/avodaq.eot	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/avodaq.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:57	5284/5284	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jan%202017%2009:31:38%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/avodaq.eot?	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/avodaqd41d.eot	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:58	3488/3488	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Jan%202017%2009:31:38%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/avodaq.woff	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/avodaq.woff	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:51:59	5124/5124	---M-Z	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Jan%202017%2009:31:40%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/avodaq.ttf	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/avodaq.ttf	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:52:00	9310/9310	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202017%2009:31:38%20GMT	https://www.avodaq.com/files/avodaq/templates/fonts/avodaq.svg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/templates/fonts/avodaq.svg	(from https://www.avodaq.com/assets/css/9d4cb0927f2b.css)
15:52:01	6524/6524	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20May%202021%2013:52:01%20GMT	https://www.avodaq.com/de/sandbox-452356c234.html	/Users/skrug/websites/avodaq/www.avodaq.com/de/sandbox-452356c234.html	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:03	308340/308340	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20May%202018%2014:56:51%20GMT	https://www.avodaq.com/files/avodaq/content/backgrounds/2018/architecture-boy-buildings-307847_3.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/files/avodaq/content/backgrounds/2018/architecture-boy-buildings-307847_3.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:03	826/826	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2001%20May%202021%2006:06:39%20GMT	https://www.avodaq.com/assets/images/f/logo_weiss-c351314f.svg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/f/logo_weiss-c351314f.svg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:04	31790/31790	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:09%20GMT	https://www.avodaq.com/assets/images/0/image4-0c1bdde0.jpeg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/image4-0c1bdde0.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:05	23470/23470	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:09%20GMT	https://www.avodaq.com/assets/images/c/image6-4268a7dc.jpeg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/c/image6-4268a7dc.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:06	23268/23268	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/0/IMG_0503-8c804760.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/0/IMG_0503-8c804760.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:07	24424/24424	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20May%202021%2006:06:40%20GMT	https://www.avodaq.com/assets/images/3/153179355_11-77cc7003.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/3/153179355_11-77cc7003.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:08	23258/23258	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:16%20GMT	https://www.avodaq.com/assets/images/6/Cisco_GermanyAwards1685_FB-a49488b6.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/6/Cisco_GermanyAwards1685_FB-a49488b6.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:09	33147/33147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/e/Trainees_FB-ed6da99e.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/e/Trainees_FB-ed6da99e.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:10	41683/41683	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/a/IMG_5910klein-da61d8aa.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/a/IMG_5910klein-da61d8aa.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:11	41447/41447	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:17%20GMT	https://www.avodaq.com/assets/images/1/IMG_5911klein-87510401.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/IMG_5911klein-87510401.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:12	40909/40909	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/d/IMG_5684_WS-0a21b09d.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/d/IMG_5684_WS-0a21b09d.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
15:52:13	19934/19934	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2022:01:18%20GMT	https://www.avodaq.com/assets/images/1/TQ2A0544_2_FB-16f10b31.jpg	/Users/skrug/websites/avodaq/www.avodaq.com/assets/images/1/TQ2A0544_2_FB-16f10b31.jpg	(from https://www.avodaq.com/de/sandbox-324fksdf9dc43.html)
